artigoEmPeriodico	 	2018		Acoustic radiation force impulse elastography of the eyes of brachycephalic dogs	ARQUIVO BRASILEIRO DE MEDICINA VETERINARIA E ZOOTECNIA	ABREU, T. G. M. ; FELICIANO, M. A. R. ; RENZO, R. ; KOBASHIGAWA, K. K. ; CHACALTANA, F. D. Y. C. ; CRIVELARO, R. M. ; ALDROVANI, M. ; MARONEZI, M. C. ; Thiesen, R. ; LAUS, J. L.		
artigoEmPeriodico	 	2018		Sífilis congênita: distribuição espacial e caracterização dos casos, 2007-2013	Revista de Enfermagem da UFPE On Line	SIGNOR, M. ; SPAGNOLO, L. M. L. ; TOMBERG, J. O. ; GOBATTO, M. ; STOFEL, N. S.		
artigoEmPeriodico	 	2018	http://dx.doi.org/10.1016/j.physbeh.2018.05.006	Effect of green tea extract supplementation on exercise-induced delayed onset muscle soreness and muscular damage	PHYSIOLOGY & BEHAVIOR	SILVA, W. ; MACHADO, A. S. ; SOUZA, M. A. ; CARPES, PÂMELA BILLIG MELLO ; CARPES, FP		
artigoEmPeriodico	 	2018		As Representações do Corpo Humano nos Livros Didáticos de Ciências	GÓNDOLA, ENSEÑANZA Y APRENDIZAJE DE LAS CIENCIAS	SOARES, E. L ; LOPES, C. S. C. ; PESSANO, Edward ; FOLMER, V		
artigoEmPeriodico	 	2018	http://dx.doi.org/10.1152/advan.00077.2017	Active memory reactivation previous to the introduction of a new related content improves students’ learning	ADVANCES IN PHYSIOLOGY EDUCATION	SOSA, P. ; GONCALVES, R. ; CARPES, FP ; CARPES, PÂMELA BILLIG MELLO		
artigoEmPeriodico	 	2018	http://dx.doi.org/10.1590/S0100-736X2018000100030	Osteologia do membro torácico do Lycalopex gymnocercus (Fischer, 1814)(Carnivora, Mammalia): abordagens comparada, radiográfica e osteométrica	PESQUISA VETERINARIA BRASILEIRA	SOUZA JUNIOR, P. ; SANTOS, L. M. R. P. ; SOUZA, E. C. ; SOUZA, W. V. ; CARVALHO, N. C. ; ANJOS, B. L. ; FERREIRA, C. C. ; SANTOS, A. L. Q.		
artigoEmPeriodico	 	2018		Caracterización anatómica de los riñones del Zorro Pampeano (Lycalopex gymnocercus): morfometría y vasos renales	Revista Electrónica de Veterinaria	SOUZA, E. C. ; LEAO NETO, L. F. ; SANTOS, E. A. R. ; ABIDU-FIGUEIREDO, M. ; CARVALHO, A. D. ; SOUZA JUNIOR, P.		
artigoEmPeriodico	 	2018	http://dx.doi.org/10.1007/s00266-018-1167-1	Brazilian Consensus Recommendation on the Use of Polymethylmethacrylate Filler in Facial and Corporal Aesthetics	AESTHETIC PLASTIC SURGERY	SOUZA, T. A. B. ; COLOMÉ, Letícia Marques ; BENDER, E. A. ; LEMPERLE, G.		
artigoEmPeriodico	 	2018		OBRECARGA DOS CUIDADORES DE IDOSOS: RELATO DE EXPERIÊNCIA	SANARE (SOBRAL)	STEINDORFF, G. M. ; OLIVEIRA JUNIOR, S. B. ; VIANA, D. R. ; MAIDANA JUNIOR, J. N. ; TIER, C. G. ; SILVA, V. A. M.		
artigoEmPeriodico	 	2018	http://dx.doi.org/10.1590/1414-431x20187129	Anethole reduces oxidative stress and improves in vitro survival and activation of primordial follicles	Brazilian Journal of Medical and Biological Research (on line)	SÁ, N.A.R. ; BRUNO, J.B. ; GUERREIRO, D.D. ; CADENAS, J. ; ALVES, B.G. ; Cibin, F.W.S. ; LEAL-CARDOSO, J.H. ; GASTAL, E.L. ; FIGUEIREDO, J.R.		
artigoEmPeriodico	 	2018	http://dx.doi.org/10.25248/reas276_2018	Risco e fatores associados a quedas em idosos identificadas por meio da Escala de Downton. Um estudo realizado em Uruguaiana-RS	REVISTA ELETRÔNICA ACERVO EM SAÚDE	TIER, Cenir Gonçalves ; FONSECA, N. F. ; SILVA, J. J. S. ; GARCIA, Raquel Pötter ; SILVA, M. S. ; MENEZES, A. F. ; NAZIAZENO, M.		
artigoEmPeriodico	 	2018	http://dx.doi.org/10.1016/j.aller.2017.09.018	Knowledge on asthma, food allergies, and anaphylaxis: Assessment of elementary school teachers, parents/caregivers of asthmatic children, and university students in Uruguaiana, in the state of Rio Grande do Sul, Brazil	ALLERGOLOGIA ET IMMUNOPATHOLOGIA	URRUTIA-PEREIRA, M. ; MOCELLIN, L.P. ; DE OLIVEIRA, R.B. ; SIMON, L. ; LESSA, L. ; SOLÉ, D.		
artigoEmPeriodico	 	2018	http://dx.doi.org/10.5935/2526-5393.20180013	Conhecimento de farmacêuticos sobre rinite alérgica e seu impacto na asma (guia ARIA para farmacêuticos): um estudo piloto comparativo entre Brasil e Paraguai	Arquivos de Asma, Alergia e Imunologia	URRUTIA-PEREIRA, MARILYN; BITTENCOURT, RAQUELI ; FERNANDEZ, CAROLINA ; CRUZ, ALVARO A. ; SIMON, LAURA ; RIANELLI, PIETRO ; SOLÉ, DIRCEU		
artigoEmPeriodico	 	2018		Relationship between lower limb anthropometry and temporo-spatial parameters in gait of young adults	RETOS	VALENCIA, O. ; ARANEDA, O. ; CARCAMO, M. ; CARPES, FP ; GUZMAN-VENEGAS, R.		
artigoEmPeriodico	 	2018		Percepção de estudantes sobre saúde, alimentação e atividade física após intervenção com a metodologia daproblematização	CONTEXTO & EDUCAÇÃO	VARGAS, C. ; LARA, S. ; COPETTI, J. ; LANES, K. G. ; SOARES, M. C.		
artigoEmPeriodico	 	2018	http://dx.doi.org/10.1016/j.ejps.2018.03.014	Co-nanoencapsulation of antimalarial drugs increases their in vitro efficacy against Plasmodium falciparum and decreases their toxicity to Caenorhabditis elegans	EUROPEAN JOURNAL OF PHARMACEUTICAL SCIENCES	VELASQUES, KELLE ; MACIEL, TAMARA RAMOS ; DE CASTRO DAL FORNO, ANA HELENA ; TEIXEIRA, FLÁVIA ELIZABETE GUERRA ; DA FONSECA, AMANDA LUISA ; VAROTTI, FERNANDO DE PILLA ; FAJARDO, ANDRÉ RICARDO ; ÁVILA, Daiana Silva de ; HAAS, SANDRA ELISA		
artigoEmPeriodico	 	2018	http://dx.doi.org/10.1007/s10695-017-0446-0	Aloysia triphylla in the zebrafish food: effects on physiology, behavior, and growth performance	Fish Physiology and Biochemistry	ZAGO, DANIANE C. ; SANTOS, ALESSANDRO C. ; Lanes, Carlos F. C. ; Almeida, Daniela V. ; KOAKOSKI, GESSI ; DE ABREU, MURILO S. ; ZEPPENFELD, CARLA C. ; HEINZMANN, BERTA M. ; Marins, Luis F. ; BALDISSEROTTO, BERNARDO ; BARCELLOS, LEONARDO J. G. ; CUNHA, MAURO A.		
artigoEmPeriodico	 	2018	http://dx.doi.org/10.1007/s40974-018-0086-y	Nanotoxicology assessment in complementary/alternative models	Energy, Ecology and Environment	Ávila, Daiana Silva; RONCATO, JULIANA FREDO ; JACQUES, MAURÍCIO TAVARES		
artigoEmPeriodico	 	2017	http://dx.doi.org/10.1016/j.rvsc.2017.04.001	Role of EGF on in situ culture of equine preantral follicles and metabolomics profile	RESEARCH IN VETERINARY SCIENCE	AGUIAR, F.L.N. ; LUNARDI, F.O. ; LIMA, L.F. ; BRUNO, J.B. ; ALVES, B.G. ; MAGALHÃES-PADILHA, D.M. ; Cibin, F.W.S. ; BERIONI, L. ; APGAR, G.A. ; LO TURCO, E.G. ; GASTAL, E.L. ; FIGUEIREDO, J.R.		
artigoEmPeriodico	 	2017	http://dx.doi.org/10.1016/j.biori.2017.09.001	Improved genetic transformation of Synechococcus elongatus PCC 7942 using linear DNA fragments in association with a DNase inhibitor	Biotechnology Research and Innovation	ALMEIDA, Daniela Volcan ; MARTENS, STEFANI BETINA BOSCHMANN ; LANES, Carlos Frederico Ceccon ; MARINS, Luis Fernando		
artigoEmPeriodico	 	2017	http://dx.doi.org/10.1016/j.brainresbull.2017.03.007	SHORT-TERM GREEN TEA SUPPLEMENTATION PREVENTS RECOGNITION MEMORY DEFICITS AND AMELIORATES HIPPOCAMPAL OXIDATIVE STRESS INDUCED BY DIFFERENT STROKE MODELS IN RATS	BRAIN RESEARCH BULLETIN	ALTERMANN, CAROLINE DALLA COLLETTA ; SOUZA, MAUREN ASSIS ; SCHIMIDT, HELEN L. ; IZAGUIRRY, ARYELE PINTO ; MARTINS, ALEXANDRE ; GARCIA, ALEXANDRE ; Santos, Francielli W. ; MELLO-CARPES, PÂMELA B.		
artigoEmPeriodico	 	2017	http://dx.doi.org/10.1590/1806-9061-2016-0377	Evaluation of Physiological Parameters of Broilers with Dorsal Cranial Myopathy	Brazilian Journal of Poultry Science	AMARAL, P. C. ; ZIMERMANN, F. C. ; SANTOS, L. R. ; NORO, M. ; PRA, M. D. ; PILOTTO, F. ; RODRIGUES, L. B. ; DICKEL, E. L.		
artigoEmPeriodico	 	2017	http://dx.doi.org/10.1016/j.ptsp.2016.10.001	Plantar pressure asymmetry and risk of stress injuries in the foot of young soccer players	Physical Therapy in Sport	AZEVEDO, RENATO R. ; DA ROCHA, EMMANUEL S. ; FRANCO, PEDRO S. ; Carpes, Felipe P.		
artigoEmPeriodico	 	2017	http://dx.doi.org/10.5902/2179769223270	Conhecimento de enfermeiras sobre plano de parto	Revista de Enfermagem da UFSM	BARROS, AMANDA PERES ZUBIAURRE DE ; LIPINSKI, JUSSARA MENDES ; SEHNEM, GRACIELA DUTRA ; RODRIGUES, ALESSANDRA NUNES ; ZAMBIAZI, ERIANE DA SILVA		
artigoEmPeriodico	 	2017	http://dx.doi.org/10.1002/slct.201702338	Allylic Selenocyanates as New Agents to Combat <i>Fusarium</i> Species Involved with Human Infections	ChemistrySelect	BATISTA, B. G. ; LANA, D. F. D. ; SILVEIRA, G. P. ; SA, M. M. ; FERREIRA, M. ; RUSSO, T. ; CANTO, R. F. S. ; BARBOSA, F. A. R. ; BRAGA, A. ; KAMINSKI, T. F. A. ; OLIVEIRA, L. F. S. ; MACHADO, M.M. ; LOPES, W. ; VAINSTEIN, M. H. ; TEIXEIRA, M. ; ANDRADE, S. F. ; FUENTEFRIA, A. M.		
artigoEmPeriodico	 	2017	http://dx.doi.org/10.4322/2357-9730.75447	LATENT TUBERCULOSIS AMONG PROFESSIONALS FROM A REFERRAL HOSPITAL IN ONCOLOGY	CLINICAL AND BIOMEDICAL RESEARCH	BAVARESCO, ANA CRISTINA WEBER ; BUSATTO, CAROLINE ; REIS, ANA JÚLIA ; KRUG, SUZANE FRANTZ ; SEGATTO, NILZA ; VALIM, A. R. M. ; NUNES, L. S. ; STAHLECKER, ELOETE ; HERMES, VANDA ; NASCIMENTO, THIAGO PRADO ; CARNEIRO, MARCELO ; POSSUELO, LIA GONÇALVES		
artigoEmPeriodico	 	2017	http://dx.doi.org/10.4322/2357-9730.75447	LATENT TUBERCULOSIS AMONG PROFESSIONALS FROM A REFERRAL HOSPITAL IN ONCOLOGY	CLINICAL AND BIOMEDICAL RESEARCH	BAVARESCO, ANA CRISTINA WEBER ; BUSATTO, CAROLINE ; REIS, ANA JÚLIA ; KRUG, SUZANE FRANTZ ; SEGATTO, NILZA ; VALIM, ANDRÉIA ROSANE DE MOURA ; Nunes, Luciana de Souza ; STAHLECKER, ELOETE ; HERMES, VANDA ; NASCIMENTO, THIAGO PRADO ; CARNEIRO, MARCELO ; POSSUELO, LIA GONÇALVES		
artigoEmPeriodico	 	2017	http://dx.doi.org/10.1016/j.jff.2017.05.034	Protective effects of S-allyl cysteine on behavioral, morphological and biochemical alterations in rats subjected to chronic restraint stress: Antioxidant and anxiolytic effects	Journal of Functional Foods	BECERRIL-CHÁVEZ, HUGO ; COLÍN-GONZÁLEZ, ANA LAURA ; VILLEDA-HERNÁNDEZ, JUANA ; GALVÁN-ARZATE, SONIA ; CHAVARRÍA, ANAHÍ ; EDUARDA DE LIMA, MARÍA ; TÚNEZ, ISAAC ; SANTAMARÍA, ABEL		
artigoEmPeriodico	 	2017	http://dx.doi.org/10.1007/s11064-017-2444-0	Effects of Fish and Grape Seed Oils as Core of Haloperidol-Loaded Nanocapsules on Oral Dyskinesia in Rats	NEUROCHEMICAL RESEARCH	Benvegnú, Dalila Moter ; ROVERSI, KATIANE ; Barcelos, Raquel Cristine Silva ; Trevizol, Fabíola ; Pase, Camila Simonetti ; Segat, Hecson Jesser ; Dias, Verônica Tironi ; SAVIAN, ANA LUIZA ; PICCOLI, BRUNA LOPES ; PICCOLO, JAQUELINE ; DUTRA-FILHO, CARLOS SEVERO ; Emanuelli, Tatiana ; DE BONA DA SILVA, CRISTIANE ; BECK, RUY CARLOS RUVER ; Burger, Marilise Escobar		
artigoEmPeriodico	 	2017	http://dx.doi.org/10.1080/02640414.2016.1215505	Effectiveness of pedalling retraining in reducing bilateral pedal force asymmetries	JOURNAL OF SPORTS SCIENCES	Bini, Rodrigo R. ; JACQUES, TIAGO C. ; Carpes, Felipe P. ; VAZ, MARCO A.		
artigoEmPeriodico	 	2017		Fatores que possibilitam a atuação do enfermeiro na atenção pré-natal	Revista de Pesquisa: Cuidado é Fundamental (Online)	BORTOLI, C. F. C. ; WILHELM, LAÍS ANTUNES ; PRATES, L. A. ; SEHNEM, G. D. ; RESSEL, L. B.		
artigoEmPeriodico	 	2017	http://dx.doi.org/10.1002/ejoc.201700744	Solvent- and metal-free chalcogenation of bicyclic arenes using I2/DMSO as non-metallic catalytic system	EUROPEAN JOURNAL OF ORGANIC CHEMISTRY	BRAGA, ANTONIO LUIZ ; SILVA, LAIS T. ; Azeredo, Juliano B. ; SABA, SUMBAL ; RAFIQUE, JAMAL ; BORTOLUZZI, ADAILTON J.		
artigoEmPeriodico	 	2017	http://dx.doi.org/10.1519/JSC.0000000000001620	Effect of a compressive garment on kinematics of jump-landing tasks	JOURNAL OF STRENGTH AND CONDITIONING RESEARCH	BRITTO, M. A. ; LEMOS, A. L. ; SANTOS, C. S. ; STEFANYSHYN, D. ; CARPES, FP		
artigoEmPeriodico	 	2017	http://dx.doi.org/10.2174/1871527316666170731111735	Implications of PEGylation of Carbon Nanotubes for Central Nervous System Bioavailability	CNS & Neurological Disorders-Drug Targets	BRUCH, GISELE EVA ; CORDEIRO, MARCOS F. ; GOMIDES, LIVIA S. ; PEIXOTO, CAROLINA ; CORDEIRO, ARTHUR P. ; BOSCO, LIDIANE DAL ; SANTOS, ADELINA P. ; BARROS, DANIELA M.		
artigoEmPeriodico	 	2017		Allylic Selenocyanates as New Agents to Combat Fusarium Species Involved with Human Infections	Medicinal Chemistry & Drug Discovery	Bruna G Batista ; Daiane F Dalla Lana ; Gustavo P Silveira ; Marcus M Sá ; Misael Ferreira ; Theo V C Russo ; Rômulo F S Canto ; Flavio A R Barbosa ; Antônio L Braga ; Taís F A Kaminski ; OLIVEIRA, LUIS FLÁVIO S. ; Michel M Machado ; William Lopes ; Marilene H Vainstein ; Mario L Teixeira ; Saulo F Andrade ; Alexandre M Fuentefria		
artigoEmPeriodico	 	2017	http://dx.doi.org/10.4025/cienccuidsaude.v15i3.24897	<b>Produção de subjetividade do enfermeiro para tomada de decisões: perspectiva ecossistêmica/Nurses’ production of subjectivity for decision-making: ecosystem approach<b>	Ciência, Cuidado & Saúde	BUSANELLO, JOSEFINE; KERBER, NALÚ PEREIRA DA COSTA ; LUNARDI FILHO, WILSON DANILO ; LUNARDI, VALÉRIA LERCH		
artigoEmPeriodico	 	2017	http://dx.doi.org/10.1590/0034-7167-2016-0012	Tuberculosis among prison staff in Rio Grande do Sul	REBEN - REVISTA BRASILEIRA DE ENFERMAGEM	BUSATTO, CAROLINE ; NUNES, L. S. ; VALIM, A. R. M. ; VALENÇA, MARIANA SOARES ; KRUG, SUZANE FRANTZ ; BECKER, DANIELA ; ALLGAYER, MANUELA FILTER ; POSSUELO, LIA GONÇALVES		
artigoEmPeriodico	 	2017	http://dx.doi.org/10.1590/0034-7167-2016-0012	Tuberculosis among prison staff in Rio Grande do Sul	REVISTA BRASILEIRA DE ENFERMAGEM	BUSATTO, CAROLINE ; Nunes, Luciana de Souza ; VALIM, ANDRÉIA ROSANE DE MOURA ; VALENÇA, MARIANA SOARES ; KRUG, SUZANE FRANTZ ; BECKER, DANIELA ; ALLGAYER, MANUELA FILTER ; POSSUELO, LIA GONÇALVES		
artigoEmPeriodico	 	2017	http://dx.doi.org/10.1055/s-0042-121638	Aerobic Exercise Decreases Lung Inflammation by IgE Decrement in an OVA Mice Model	INTERNATIONAL JOURNAL OF SPORTS MEDICINE	CAMARGO HIZUME-KUNZLER, DEBORAH ; GREIFFO, FLAVIA R. ; FORTKAMP, BÁRBARA ; RIBEIRO FREITAS, GABRIEL ; KELLER NASCIMENTO, JULIANA ; REGINA BRUGGEMANN, THAYSE ; MELO AVILA, LEONARDO ; PERINI, ADENIR ; BOBINSKI, FRANCIANE ; DUARTE SILVA, MORGANA ; ROCHA LAPA, FERNANDA ; PAULA VIEIRA, RODOLFO ; VARGAS HOREWICZ, VERÔNICA ; SOARES DOS SANTOS, ADAIR ROBERTO ; CATTELAN BONORINO, KELLY		
artigoEmPeriodico	 	2017	http://dx.doi.org/10.5902/2179769226214	Acesso a medidas de detecção precoce do câncer de mama por mulheres em tratamento oncológico	Revista de Enfermagem da UFSM	CARDOSO, ANDREZA LIMA ; GIRARDON-PERLINI, NARA MARILENE OLIVEIRA ; DALMOLIN, ANGÉLICA ; TIMM, MARCELLA SIMÕES ; STAMM, BRUNA ; COUTO, MANUELA DA SILVA		
artigoEmPeriodico	 	2017		Interlocking nail system in comparison with dynamic compression plate in the stabilization of intertrochanteric varus osteotomy in dogs - study in cadavers	PESQUISA VETERINARIA BRASILEIRA	CARNEIRO, L. Z. ; MISTIERI, M.L.A. ; CAUDURO, C. R. ; ROSA, A. F. ; PASCON, J.P.E.		
artigoEmPeriodico	 	2017	http://dx.doi.org/10.1590/0074-02760170080	Lack of association between rrl and erm(41) mutations and clarithromycin resistance in Mycobacterium abscessus complex	MEMORIAS DO INSTITUTO OSWALDO CRUZ	CARNEIRO, MAIARA DOS SANTOS ; Nunes, Luciana de Souza ; DAVID, SIMONE MARIA MARTINI DE ; BARTH, AFONSO LUIS		
artigoEmPeriodico	 	2017	http://dx.doi.org/10.1152/advan.00027.2017	Using the Olympic spirit to improve teaching and learning process: the biomechanics Olympic Games	ADVANCES IN PHYSIOLOGY EDUCATION	CARPES, FP; ROCHA, E. S. ; KUNZLER, M. R. ; CARPES, P. B. M.		
artigoEmPeriodico	 	2017	http://dx.doi.org/10.22407/issn.2176-1477.2016v7i3574	UNIDADE DE APRENDIZAGEM: DESENVOLVENDO A CIDADANIA ATRAVÉS DA TEMÁTICA TRÂNSITO	Revista Ciências & Idéias	CARRAZONI LOPES VIÇOSA, CÁTIA SILENE ; SPAT TAHA, MARLI ; DE LIMA SOARES, EMERSON ; FERREIRA DA SILVA, FABIANE		
artigoEmPeriodico	 	2017		PERFIL DE SAÚDE GINECOLÓGICA DAS MULHERES IDOSAS DE URUGUAIANA/RS	REVISTA AMAZONENSE DE GERIATRIA E GERONTOLOGIA	CASARIN, M. R. ; STROHER, D. ; BERRO, L. F. ; MANFREDINI, V. ; TAVARES, GRAZIELA M. S. ; PICCOLI, J. C. E.		
artigoEmPeriodico	 	2017		Integração de Mídias na Educação: Utilizando as Mídias nos Processos de Ensino e Aprendizagem em História	VIVÊNCIAS (URI. ERECHIM)	CASTILHO, V. B. ; MARINHO, J. C. B.		
artigoEmPeriodico	 	2017	http://dx.doi.org/10.23736/S0026-4954.17.01774-6	Assessment of the activities of daily living impairment associated to the loss of physical function in smoking subjects: a controlled study	Minerva Pneumologica	CASTRO, A. M.; Lago, A. ; Soares, A. ; PORTO, E. F.		
artigoEmPeriodico	 	2017		A Educação Ambiental e a Extensão Universitária: Ações do Laboratório de Biologia e Diversidade Animal da Universidade Federal do Pampa em Uruguaiana-RS	EDUCAÇÃO AMBIENTAL EM AÇÃO	CASTRO, Luis Roberval Bortoluzzi ; COSTA, Marcio Tavares ; GOULART, A. ; PESSANO, Edward		
artigoEmPeriodico	 	2017		Uma nova era, uma velha pergunta: sobre a ciência e seus (outros) olhares	Debates do NER (UFRGS)	CHIESA, G. R		
artigoEmPeriodico	 	2017		Caminhando com tartarugas: sagrado, infância e outras analogias	Debates do NER (UFRGS)	CHIESA, G. R		
artigoEmPeriodico	 	2017		Dissolvendo as fronteiras entre ciência, espiritualidade e terapêutica: a propósito de uma outra medicina	CIENCIAS SOCIALES Y RELIGIÓN (IMPRESSO)	CHIESA, G. R		
artigoEmPeriodico	 	2017	http://dx.doi.org/10.11606/2179-0892.ra.2017.137315	À procura da vida: pensando com Gregory Bateson e Tim Ingold a respeito de uma percepção sagrada do ambiente	REVISTA DE ANTROPOLOGIA	CHIESA, G. R		
artigoEmPeriodico	 	2017		Perfil psicomotor de crianças institucionalizadas no município de Uruguaiana, RS	LECTURAS EDUCACIÓN FÍSICA Y DEPORTES	CHIQUETTI, E. M. S.; SANTOS, L. O. ; PRIETSCH, D. R. ; CASAROTTO, V. J.		
artigoEmPeriodico	 	2017		Aprender o Sagrado/Profano sobre Cabo Toco	REVISTA DE ESTUDOS E INVESTIGAÇÕES ANTROPOLÓGICAS	COLBEICH, R.; BRUM, C. K.		
artigoEmPeriodico	 	2017	http://dx.doi.org/10.1139/apnm-2017-0267	Compounds from Ilex paraguariensis extracts confer antioxidant effects in the brains of rats subjected to chronic immobilization stress	Applied Physiology Nutrition and Metabolism	COLPO, ANA C. ; DE LIMA, MARIA EDUARDA ; MAYA-LÓPEZ, MARISOL ; ROSA, HEMERSON ; MÁRQUEZ-CURIEL, CRISTINA ; GALVÁN-ARZATE, SONIA ; SANTAMARÍA, ABEL ; FOLMER, VANDERLEI		
artigoEmPeriodico	 	2017	http://dx.doi.org/10.1590/2177-9465-ean-2017-0088	Social support from the perspective of postpartum adolescents	ESCOLA ANNA NERY	CREMONESE, L. ; WILHELM, L. A. ; PRATES, L. A. ; PAULA, C. C. ; SEHNEM, G. D. ; RESSEL, L. B.		
artigoEmPeriodico	 	2017		Cuidado à criança com necessidades especiais de cuidados contínuos e complexos: percepção da enfermagem	REME. REVISTA MINEIRA DE ENFERMAGEM	CRUZ, C.T. ; ZAMBERLAN, K. C. ; SILVEIRA, A. DA SILVEIRA, A. ; BUBOLTZ, F. L. ; SILVA, J. H. ; NEVES, E. T.		
artigoEmPeriodico	 	2017		Minimally Invasive Approach to Renal Artery Using Different Types of Catheter by Conventional Radiology	ACTA SCIENTIAE VETERINARIAE (ONLINE)	CUNHA, J. P. M. C. M. ; CUNHA, M. G. M. C. M. ; GOMES, C. ; TREICHEL, T. E. ; MARCONATO, F. ; LINHARES, M. T. ; BECKMANN, Diego Vilibaldo ; HORA, A. M. ; GODOY, C. L. B. ; PIPPI, N. L.		
artigoEmPeriodico	 	2017	http://dx.doi.org/10.1080/02640414.2017.1375139	30 min of treadmill walking at self-selected speed does not increase gait variability in independent elderly	JOURNAL OF SPORTS SCIENCES	DA ROCHA, EMMANUEL S. ; KUNZLER, MARCOS R. ; BOBBERT, MAARTEN F. ; DUYSENS, JACQUES ; Carpes, Felipe P.		
artigoEmPeriodico	 	2017	http://dx.doi.org/10.1016/j.vaa.2016.07.006	Effects of a single intravenous bolus of fentanyl on the minimum anesthetic concentration of isoflurane in chickens (Gallus gallus domesticus)	VETERINARY ANAESTHESIA AND ANALGESIA	DA ROCHA, ROZANA W. ; ESCOBAR, A. ; Pypendop, Bruno H. ; FILHO, DARCIO Z. ; THIESEN, Roberto ; GAVA, FÁBIO N.		
artigoEmPeriodico	 	2017	http://dx.doi.org/10.1016/j.bbr.2017.04.050	One-single physical exercise session after object recognition learning promotes memory persistence through hippocampal noradrenergic mechanisms	BEHAVIOURAL BRAIN RESEARCH	DA SILVA DE VARGAS, LIANE ; NEVES, BEN-HUR SOUTO DAS ; ROEHRS, RAFAEL ; IZQUIERDO, IVÁN ; MELLO-CARPES, PÂMELA		
artigoEmPeriodico	 	2017	http://dx.doi.org/10.7867/1809-0354.2017v12n3p783-806	CORPO, GÊNERO, SEXUALIDADE, RAÇA E ETNIA NOS CURSOS DE LICENCIATURA DA UNIVERSIDADE FEDERAL DO PAMPA	ATOS DE PESQUISA EM EDUCAÇÃO (FURB)	DAMACENA, CARLA ADRIANE MARCELINO ; SOARES, EMERSON DE LIMA ; SILVA, FABIANE FERREIRA DA		
artigoEmPeriodico	 	2017	http://dx.doi.org/10.1016/j.indcrop.2017.03.013	Chemosensitization of filamentous fungi to antifungal agents using Nectandra Rol. ex Rottb. species essential oils	Industrial Crops and Products (Print)	DANIELLI, LETÍCIA J. ; PIPPI, BRUNA ; SOARES, KRISSIE D. ; DUARTE, JONATHALINE A. ; MACIEL, ANA J. ; Machado, Michel M. ; OLIVEIRA, LUIS FLÁVIO S. ; BORDIGNON, SÉRGIO A.L. ; FUENTEFRIA, ALEXANDRE M. ; APEL, MIRIAM A.		
artigoEmPeriodico	 	2017	http://dx.doi.org/10.1016/j.jff.2017.05.026	Protective effect of Yerba mate ( Ilex paraguariensis St. Hill.) against oxidative damage in vitro in rat brain synaptosomal/mitochondrial P2 fractions	Journal of Functional Foods	DE LIMA, MARÍA EDUARDA; COLPO, ANA C. ; MAYA-LÓPEZ, MARISOL ; ROSA, HEMERSON ; TÚNEZ, ISAAC ; GALVÁN-ARZATE, SONIA ; SANTAMARÍA, ABEL ; FOLMER, VANDERLEI		
artigoEmPeriodico	 	2017	http://dx.doi.org/10.1007/s00248-017-0970-6	Genetic Background of β-Lactamases in Enterobacteriaceae Isolates from Environmental Samples	Microbial Ecology	DE OLIVEIRA, DANIELE V. ; NUNES, LUCIANA S. ; Barth, Afonso Luís ; VAN DER SAND, SUELI T.		
artigoEmPeriodico	 	2017	http://dx.doi.org/10.1007/s11046-017-0141-9	Activity of Combined Antifungal Agents Against Multidrug-Resistant Candida glabrata Strains	MYCOPATHOLOGIA	DENARDI, L. B. ; KELLER, J. T. ; OLIVEIRA, V. ; MARIO, D.N. ; SANTURIO, J. ; ALVES, S. H.		
artigoEmPeriodico	 	2017		REFLEXÕES SOBRE A EVASÃO DO CURSO DE LICENCIATURA EM CIÊNCIAS DA NATUREZA ? UNIPAMPA/CAMPUS URUGUAIANA	VIVÊNCIAS (URI. ERECHIM)	DINARDI, A. J. ; Pinheiro, A. L. ; MARZARI, M. R. B.		
artigoEmPeriodico	 	2017		INSERÇÃO DA TEMÁTICA AMBIENTAL NOS CURSOS DE GRADUAÇÃO DA UNIVERSIDADE FEDERAL DO PAMPA-URUGUAIANA/RS	DEBATES EM EDUCAÇÃO	DINARDI, A. J.; ARAUJO, S. C.		
artigoEmPeriodico	 	2017	http://dx.doi.org/10.1016/j.anireprosci.2017.08.011	Refining insulin concentrations in culture medium containing growth factors BMP15 and GDF9: An in vitro study of the effects on follicle development of goats	ANIMAL REPRODUCTION SCIENCE	DIPAZ-BERROCAL, D.J. ; SÁ, N.A.R. ; GUERREIRO, D.D. ; CELESTINO, J.J.H. ; LEIVA-REVILLA, J. ; ALVES, B.G.. ; ALVES, K.A. ; SANTOS, R.R. ; Cibin, F.W.S. ; RODRIGUES, A.P.R. ; FIGUEIREDO, J.R.		
